"site_number","lon","lat","date","presence"
56,-141.946717569858,62.9064279761084,2007-08-14,0
56,-141.946717569858,62.9064279761084,2007-08-15,1
56,-141.946717569858,62.9064279761084,2007-08-16,1
56,-141.946717569858,62.9064279761084,2007-08-17,0
56,-141.946717569858,62.9064279761084,2007-08-18,1
57,-142.148929115923,62.5501014966866,2007-08-11,1
57,-142.148929115923,62.5501014966866,2007-08-12,0
57,-142.148929115923,62.5501014966866,2007-08-13,0
57,-142.148929115923,62.5501014966866,2007-08-14,0
57,-142.148929115923,62.5501014966866,2007-08-15,0
57,-142.148929115923,62.5501014966866,2007-08-16,1
57,-142.148929115923,62.5501014966866,2007-08-17,0
57,-142.148929115923,62.5501014966866,2007-08-18,1
58,-141.806795966882,62.6458246733082,2007-08-11,1
58,-141.806795966882,62.6458246733082,2007-08-12,0
58,-141.806795966882,62.6458246733082,2007-08-13,1
58,-141.806795966882,62.6458246733082,2007-08-14,0
58,-141.806795966882,62.6458246733082,2007-08-15,0
58,-141.806795966882,62.6458246733082,2007-08-16,1
58,-141.806795966882,62.6458246733082,2007-08-17,1
58,-141.806795966882,62.6458246733082,2007-08-18,1
59,-142.472375889919,62.5535181577469,2007-08-11,0
59,-142.472375889919,62.5535181577469,2007-08-12,1
59,-142.472375889919,62.5535181577469,2007-08-13,0
59,-142.472375889919,62.5535181577469,2007-08-14,1
59,-142.472375889919,62.5535181577469,2007-08-15,1
59,-142.472375889919,62.5535181577469,2007-08-16,0
59,-142.472375889919,62.5535181577469,2007-08-17,0
59,-142.472375889919,62.5535181577469,2007-08-18,1
60,-142.177663495519,62.5390569698956,2007-08-11,1
60,-142.177663495519,62.5390569698956,2007-08-12,0
60,-142.177663495519,62.5390569698956,2007-08-13,0
60,-142.177663495519,62.5390569698956,2007-08-14,1
60,-142.177663495519,62.5390569698956,2007-08-15,1
60,-142.177663495519,62.5390569698956,2007-08-16,1
60,-142.177663495519,62.5390569698956,2007-08-17,0
60,-142.177663495519,62.5390569698956,2007-08-18,0
61,-142.2138973456,62.7049589646405,2007-08-11,0
61,-142.2138973456,62.7049589646405,2007-08-12,0
61,-142.2138973456,62.7049589646405,2007-08-13,1
61,-142.2138973456,62.7049589646405,2007-08-14,0
61,-142.2138973456,62.7049589646405,2007-08-15,0
61,-142.2138973456,62.7049589646405,2007-08-16,1
61,-142.2138973456,62.7049589646405,2007-08-17,1
61,-142.2138973456,62.7049589646405,2007-08-18,0
62,-142.466523382032,62.6984498874116,2007-08-11,0
62,-142.466523382032,62.6984498874116,2007-08-12,1
62,-142.466523382032,62.6984498874116,2007-08-13,1
62,-142.466523382032,62.6984498874116,2007-08-14,0
62,-142.466523382032,62.6984498874116,2007-08-15,0
62,-142.466523382032,62.6984498874116,2007-08-16,1
62,-142.466523382032,62.6984498874116,2007-08-17,0
62,-142.466523382032,62.6984498874116,2007-08-18,1
63,-142.106145409859,62.6124258436142,2007-08-11,1
63,-142.106145409859,62.6124258436142,2007-08-12,0
63,-142.106145409859,62.6124258436142,2007-08-13,0
63,-142.106145409859,62.6124258436142,2007-08-14,0
63,-142.106145409859,62.6124258436142,2007-08-15,0
63,-142.106145409859,62.6124258436142,2007-08-16,1
63,-142.106145409859,62.6124258436142,2007-08-17,0
63,-142.106145409859,62.6124258436142,2007-08-18,0
64,-141.697658126564,62.6093515490351,2007-08-11,0
64,-141.697658126564,62.6093515490351,2007-08-12,1
64,-141.697658126564,62.6093515490351,2007-08-13,0
64,-141.697658126564,62.6093515490351,2007-08-14,1
64,-141.697658126564,62.6093515490351,2007-08-15,0
64,-141.697658126564,62.6093515490351,2007-08-16,0
64,-141.697658126564,62.6093515490351,2007-08-17,0
64,-141.697658126564,62.6093515490351,2007-08-18,1
65,-141.625614575031,62.5451958229569,2007-08-11,0
65,-141.625614575031,62.5451958229569,2007-08-12,0
65,-141.625614575031,62.5451958229569,2007-08-13,1
65,-141.625614575031,62.5451958229569,2007-08-14,1
65,-141.625614575031,62.5451958229569,2007-08-15,0
65,-141.625614575031,62.5451958229569,2007-08-16,0
65,-141.625614575031,62.5451958229569,2007-08-17,1
65,-141.625614575031,62.5451958229569,2007-08-18,0
66,-141.720139404435,62.5215420716002,2007-08-11,0
66,-141.720139404435,62.5215420716002,2007-08-12,0
66,-141.720139404435,62.5215420716002,2007-08-13,1
66,-141.720139404435,62.5215420716002,2007-08-14,1
66,-141.720139404435,62.5215420716002,2007-08-15,1
66,-141.720139404435,62.5215420716002,2007-08-16,0
66,-141.720139404435,62.5215420716002,2007-08-17,1
66,-141.720139404435,62.5215420716002,2007-08-18,1
67,-141.885962773407,62.7665893920497,2007-08-11,0
67,-141.885962773407,62.7665893920497,2007-08-12,1
67,-141.885962773407,62.7665893920497,2007-08-13,0
67,-141.885962773407,62.7665893920497,2007-08-14,1
67,-141.885962773407,62.7665893920497,2007-08-15,0
67,-141.885962773407,62.7665893920497,2007-08-16,0
67,-141.885962773407,62.7665893920497,2007-08-17,1
67,-141.885962773407,62.7665893920497,2007-08-18,1
68,-141.788339622196,62.5533433357814,2007-08-11,0
68,-141.788339622196,62.5533433357814,2007-08-12,0
68,-141.788339622196,62.5533433357814,2007-08-13,0
68,-141.788339622196,62.5533433357814,2007-08-14,1
68,-141.788339622196,62.5533433357814,2007-08-15,0
68,-141.788339622196,62.5533433357814,2007-08-16,1
68,-141.788339622196,62.5533433357814,2007-08-17,0
68,-141.788339622196,62.5533433357814,2007-08-18,0
69,-142.294752032951,62.6362131674458,2007-08-11,0
69,-142.294752032951,62.6362131674458,2007-08-12,0
69,-142.294752032951,62.6362131674458,2007-08-13,1
69,-142.294752032951,62.6362131674458,2007-08-14,1
69,-142.294752032951,62.6362131674458,2007-08-15,0
69,-142.294752032951,62.6362131674458,2007-08-16,1
69,-142.294752032951,62.6362131674458,2007-08-17,0
69,-142.294752032951,62.6362131674458,2007-08-18,1
70,-141.550385375286,62.6042248515746,2007-08-11,0
70,-141.550385375286,62.6042248515746,2007-08-12,1
70,-141.550385375286,62.6042248515746,2007-08-13,1
70,-141.550385375286,62.6042248515746,2007-08-14,0
70,-141.550385375286,62.6042248515746,2007-08-15,0
70,-141.550385375286,62.6042248515746,2007-08-16,0
70,-141.550385375286,62.6042248515746,2007-08-17,1
70,-141.550385375286,62.6042248515746,2007-08-18,1
71,-141.764658770344,62.6457141229928,2007-08-11,1
71,-141.764658770344,62.6457141229928,2007-08-12,0
71,-141.764658770344,62.6457141229928,2007-08-13,0
71,-141.764658770344,62.6457141229928,2007-08-14,1
71,-141.764658770344,62.6457141229928,2007-08-15,1
71,-141.764658770344,62.6457141229928,2007-08-16,1
71,-141.764658770344,62.6457141229928,2007-08-17,0
71,-141.764658770344,62.6457141229928,2007-08-18,1
72,-141.119714581954,62.5941251375594,2007-08-11,1
72,-141.119714581954,62.5941251375594,2007-08-12,1
72,-141.119714581954,62.5941251375594,2007-08-13,1
72,-141.119714581954,62.5941251375594,2007-08-14,1
72,-141.119714581954,62.5941251375594,2007-08-15,0
72,-141.119714581954,62.5941251375594,2007-08-16,1
72,-141.119714581954,62.5941251375594,2007-08-17,0
72,-141.119714581954,62.5941251375594,2007-08-18,0
73,-142.117265577384,62.5924934125369,2007-08-11,0
73,-142.117265577384,62.5924934125369,2007-08-12,1
73,-142.117265577384,62.5924934125369,2007-08-13,1
73,-142.117265577384,62.5924934125369,2007-08-14,1
73,-142.117265577384,62.5924934125369,2007-08-15,1
73,-142.117265577384,62.5924934125369,2007-08-16,1
73,-142.117265577384,62.5924934125369,2007-08-17,1
73,-142.117265577384,62.5924934125369,2007-08-18,1
74,-142.595817121712,62.6653258200359,2007-08-11,1
74,-142.595817121712,62.6653258200359,2007-08-12,0
74,-142.595817121712,62.6653258200359,2007-08-13,1
74,-142.595817121712,62.6653258200359,2007-08-14,0
74,-142.595817121712,62.6653258200359,2007-08-15,0
74,-142.595817121712,62.6653258200359,2007-08-16,1
74,-142.595817121712,62.6653258200359,2007-08-17,0
74,-142.595817121712,62.6653258200359,2007-08-18,1
75,-141.072618665267,62.5145189234891,2007-08-11,1
75,-141.072618665267,62.5145189234891,2007-08-12,1
75,-141.072618665267,62.5145189234891,2007-08-13,0
75,-141.072618665267,62.5145189234891,2007-08-14,1
75,-141.072618665267,62.5145189234891,2007-08-15,1
75,-141.072618665267,62.5145189234891,2007-08-16,1
75,-141.072618665267,62.5145189234891,2007-08-17,1
75,-141.072618665267,62.5145189234891,2007-08-18,0
76,-141.751453156619,62.5238647759529,2007-08-11,1
76,-141.751453156619,62.5238647759529,2007-08-12,1
76,-141.751453156619,62.5238647759529,2007-08-13,0
76,-141.751453156619,62.5238647759529,2007-08-14,1
76,-141.751453156619,62.5238647759529,2007-08-15,1
76,-141.751453156619,62.5238647759529,2007-08-16,1
76,-141.751453156619,62.5238647759529,2007-08-17,1
76,-141.751453156619,62.5238647759529,2007-08-18,1
77,-142.125274942773,62.760915056763,2007-08-11,1
77,-142.125274942773,62.760915056763,2007-08-12,0
77,-142.125274942773,62.760915056763,2007-08-13,1
77,-142.125274942773,62.760915056763,2007-08-14,1
77,-142.125274942773,62.760915056763,2007-08-15,0
77,-142.125274942773,62.760915056763,2007-08-16,1
77,-142.125274942773,62.760915056763,2007-08-17,0
77,-142.125274942773,62.760915056763,2007-08-18,0
78,-142.475640146911,62.6223075791762,2007-08-11,1
78,-142.475640146911,62.6223075791762,2007-08-12,1
78,-142.475640146911,62.6223075791762,2007-08-13,0
78,-142.475640146911,62.6223075791762,2007-08-14,0
78,-142.475640146911,62.6223075791762,2007-08-15,0
78,-142.475640146911,62.6223075791762,2007-08-16,0
78,-142.475640146911,62.6223075791762,2007-08-17,1
78,-142.475640146911,62.6223075791762,2007-08-18,1
79,-142.220585669098,62.7014493292014,2007-08-11,1
79,-142.220585669098,62.7014493292014,2007-08-12,1
79,-142.220585669098,62.7014493292014,2007-08-13,1
79,-142.220585669098,62.7014493292014,2007-08-14,1
79,-142.220585669098,62.7014493292014,2007-08-15,0
79,-142.220585669098,62.7014493292014,2007-08-16,0
79,-142.220585669098,62.7014493292014,2007-08-17,1
79,-142.220585669098,62.7014493292014,2007-08-18,1
80,-142.113295158349,62.7115714687038,2007-08-11,0
80,-142.113295158349,62.7115714687038,2007-08-12,0
80,-142.113295158349,62.7115714687038,2007-08-13,1
80,-142.113295158349,62.7115714687038,2007-08-14,0
80,-142.113295158349,62.7115714687038,2007-08-15,0
80,-142.113295158349,62.7115714687038,2007-08-16,1
80,-142.113295158349,62.7115714687038,2007-08-17,1
80,-142.113295158349,62.7115714687038,2007-08-18,1
81,-141.338530493825,62.649057255106,2007-08-11,0
81,-141.338530493825,62.649057255106,2007-08-12,1
81,-141.338530493825,62.649057255106,2007-08-13,1
81,-141.338530493825,62.649057255106,2007-08-14,1
81,-141.338530493825,62.649057255106,2007-08-15,0
81,-141.338530493825,62.649057255106,2007-08-16,1
81,-141.338530493825,62.649057255106,2007-08-17,0
81,-141.338530493825,62.649057255106,2007-08-18,1
82,-141.154421806433,62.4864764770736,2007-08-11,1
82,-141.154421806433,62.4864764770736,2007-08-12,1
82,-141.154421806433,62.4864764770736,2007-08-13,1
82,-141.154421806433,62.4864764770736,2007-08-14,0
82,-141.154421806433,62.4864764770736,2007-08-15,0
82,-141.154421806433,62.4864764770736,2007-08-16,1
82,-141.154421806433,62.4864764770736,2007-08-17,1
82,-141.154421806433,62.4864764770736,2007-08-18,0
83,-142.351015184873,62.71079284627,2007-08-11,0
83,-142.351015184873,62.71079284627,2007-08-12,1
83,-142.351015184873,62.71079284627,2007-08-13,0
83,-142.351015184873,62.71079284627,2007-08-14,1
83,-142.351015184873,62.71079284627,2007-08-15,1
83,-142.351015184873,62.71079284627,2007-08-16,1
83,-142.351015184873,62.71079284627,2007-08-17,0
83,-142.351015184873,62.71079284627,2007-08-18,1
84,-141.074977034666,62.5633211530752,2007-08-11,1
84,-141.074977034666,62.5633211530752,2007-08-12,1
84,-141.074977034666,62.5633211530752,2007-08-13,1
84,-141.074977034666,62.5633211530752,2007-08-14,0
84,-141.074977034666,62.5633211530752,2007-08-15,1
84,-141.074977034666,62.5633211530752,2007-08-16,0
84,-141.074977034666,62.5633211530752,2007-08-17,0
84,-141.074977034666,62.5633211530752,2007-08-18,0
85,-142.139102379885,62.6917646258966,2007-08-11,0
85,-142.139102379885,62.6917646258966,2007-08-12,1
85,-142.139102379885,62.6917646258966,2007-08-13,1
85,-142.139102379885,62.6917646258966,2007-08-14,1
85,-142.139102379885,62.6917646258966,2007-08-15,0
85,-142.139102379885,62.6917646258966,2007-08-16,1
85,-142.139102379885,62.6917646258966,2007-08-17,1
85,-142.139102379885,62.6917646258966,2007-08-18,1
86,-142.076668413662,62.5584004530654,2007-08-11,1
86,-142.076668413662,62.5584004530654,2007-08-12,0
86,-142.076668413662,62.5584004530654,2007-08-13,0
86,-142.076668413662,62.5584004530654,2007-08-14,1
86,-142.076668413662,62.5584004530654,2007-08-15,0
86,-142.076668413662,62.5584004530654,2007-08-16,1
86,-142.076668413662,62.5584004530654,2007-08-17,1
86,-142.076668413662,62.5584004530654,2007-08-18,1
87,-141.862937099229,62.781316147793,2007-08-11,0
87,-141.862937099229,62.781316147793,2007-08-12,0
87,-141.862937099229,62.781316147793,2007-08-13,1
87,-141.862937099229,62.781316147793,2007-08-14,0
87,-141.862937099229,62.781316147793,2007-08-15,0
87,-141.862937099229,62.781316147793,2007-08-16,0
87,-141.862937099229,62.781316147793,2007-08-17,0
87,-141.862937099229,62.781316147793,2007-08-18,0
88,-142.510447622522,62.6601118586942,2007-08-11,1
88,-142.510447622522,62.6601118586942,2007-08-12,0
88,-142.510447622522,62.6601118586942,2007-08-13,0
88,-142.510447622522,62.6601118586942,2007-08-14,0
88,-142.510447622522,62.6601118586942,2007-08-15,1
88,-142.510447622522,62.6601118586942,2007-08-16,1
88,-142.510447622522,62.6601118586942,2007-08-17,0
88,-142.510447622522,62.6601118586942,2007-08-18,0
89,-141.31789007922,62.7101750887021,2007-08-11,1
89,-141.31789007922,62.7101750887021,2007-08-12,0
89,-141.31789007922,62.7101750887021,2007-08-13,1
89,-141.31789007922,62.7101750887021,2007-08-14,1
89,-141.31789007922,62.7101750887021,2007-08-15,1
89,-141.31789007922,62.7101750887021,2007-08-16,1
89,-141.31789007922,62.7101750887021,2007-08-17,1
89,-141.31789007922,62.7101750887021,2007-08-18,0
90,-142.594800531997,62.6687508611919,2007-08-11,0
90,-142.594800531997,62.6687508611919,2007-08-12,1
90,-142.594800531997,62.6687508611919,2007-08-13,1
90,-142.594800531997,62.6687508611919,2007-08-14,0
90,-142.594800531997,62.6687508611919,2007-08-15,1
90,-142.594800531997,62.6687508611919,2007-08-16,1
90,-142.594800531997,62.6687508611919,2007-08-17,1
90,-142.594800531997,62.6687508611919,2007-08-18,1
91,-141.371500247158,62.4531458047322,2007-08-11,1
91,-141.371500247158,62.4531458047322,2007-08-12,0
91,-141.371500247158,62.4531458047322,2007-08-13,0
91,-141.371500247158,62.4531458047322,2007-08-14,0
91,-141.371500247158,62.4531458047322,2007-08-15,1
91,-141.371500247158,62.4531458047322,2007-08-16,1
91,-141.371500247158,62.4531458047322,2007-08-17,0
91,-141.371500247158,62.4531458047322,2007-08-18,1
92,-141.854012816451,62.8319932632048,2007-08-11,0
92,-141.854012816451,62.8319932632048,2007-08-12,1
92,-141.854012816451,62.8319932632048,2007-08-13,1
92,-141.854012816451,62.8319932632048,2007-08-14,1
92,-141.854012816451,62.8319932632048,2007-08-15,1
92,-141.854012816451,62.8319932632048,2007-08-16,1
92,-141.854012816451,62.8319932632048,2007-08-17,0
92,-141.854012816451,62.8319932632048,2007-08-18,0
93,-141.519801474346,62.6614859433013,2007-08-11,1
93,-141.519801474346,62.6614859433013,2007-08-12,0
93,-141.519801474346,62.6614859433013,2007-08-13,0
93,-141.519801474346,62.6614859433013,2007-08-14,1
93,-141.519801474346,62.6614859433013,2007-08-15,0
93,-141.519801474346,62.6614859433013,2007-08-16,1
93,-141.519801474346,62.6614859433013,2007-08-17,1
93,-141.519801474346,62.6614859433013,2007-08-18,0
94,-141.767098751159,62.6975966172027,2007-08-11,1
94,-141.767098751159,62.6975966172027,2007-08-12,1
94,-141.767098751159,62.6975966172027,2007-08-13,0
94,-141.767098751159,62.6975966172027,2007-08-14,1
94,-141.767098751159,62.6975966172027,2007-08-15,0
94,-141.767098751159,62.6975966172027,2007-08-16,0
94,-141.767098751159,62.6975966172027,2007-08-17,1
94,-141.767098751159,62.6975966172027,2007-08-18,0
95,-141.883640940879,62.8452511402212,2007-08-11,1
95,-141.883640940879,62.8452511402212,2007-08-12,1
95,-141.883640940879,62.8452511402212,2007-08-13,1
95,-141.883640940879,62.8452511402212,2007-08-14,1
95,-141.883640940879,62.8452511402212,2007-08-15,1
95,-141.883640940879,62.8452511402212,2007-08-16,0
95,-141.883640940879,62.8452511402212,2007-08-17,0
95,-141.883640940879,62.8452511402212,2007-08-18,0
96,-141.405587162704,62.6391772470427,2007-08-11,0
96,-141.405587162704,62.6391772470427,2007-08-12,0
96,-141.405587162704,62.6391772470427,2007-08-13,1
96,-141.405587162704,62.6391772470427,2007-08-14,0
96,-141.405587162704,62.6391772470427,2007-08-15,0
96,-141.405587162704,62.6391772470427,2007-08-16,1
96,-141.405587162704,62.6391772470427,2007-08-17,0
96,-141.405587162704,62.6391772470427,2007-08-18,0
97,-141.995517453665,63.0811783212059,2007-08-11,0
97,-141.995517453665,63.0811783212059,2007-08-12,0
97,-141.995517453665,63.0811783212059,2007-08-13,1
97,-141.995517453665,63.0811783212059,2007-08-14,1
97,-141.995517453665,63.0811783212059,2007-08-15,1
97,-141.995517453665,63.0811783212059,2007-08-16,0
97,-141.995517453665,63.0811783212059,2007-08-17,1
97,-141.995517453665,63.0811783212059,2007-08-18,0
98,-141.249856337802,62.6409946315521,2007-08-11,1
98,-141.249856337802,62.6409946315521,2007-08-12,1
98,-141.249856337802,62.6409946315521,2007-08-13,1
98,-141.249856337802,62.6409946315521,2007-08-14,0
98,-141.249856337802,62.6409946315521,2007-08-15,0
98,-141.249856337802,62.6409946315521,2007-08-16,1
98,-141.249856337802,62.6409946315521,2007-08-17,1
98,-141.249856337802,62.6409946315521,2007-08-18,0
99,-141.911143665852,63.0573297084583,2007-08-11,0
99,-141.911143665852,63.0573297084583,2007-08-12,0
99,-141.911143665852,63.0573297084583,2007-08-13,0
99,-141.911143665852,63.0573297084583,2007-08-14,1
99,-141.911143665852,63.0573297084583,2007-08-15,0
99,-141.911143665852,63.0573297084583,2007-08-16,0
99,-141.911143665852,63.0573297084583,2007-08-17,1
99,-141.911143665852,63.0573297084583,2007-08-18,0
100,-141.798176473408,62.7263501183691,2007-08-11,1
100,-141.798176473408,62.7263501183691,2007-08-12,0
100,-141.798176473408,62.7263501183691,2007-08-13,0
100,-141.798176473408,62.7263501183691,2007-08-14,1
100,-141.798176473408,62.7263501183691,2007-08-15,0
100,-141.798176473408,62.7263501183691,2007-08-16,1
100,-141.798176473408,62.7263501183691,2007-08-17,1
100,-141.798176473408,62.7263501183691,2007-08-18,1
1,-141.399920453889,62.7348102162175,2008-08-11,1
1,-141.399920453889,62.7348102162175,2008-08-12,1
1,-141.399920453889,62.7348102162175,2008-08-13,1
1,-141.399920453889,62.7348102162175,2008-08-14,1
1,-141.399920453889,62.7348102162175,2008-08-15,1
1,-141.399920453889,62.7348102162175,2008-08-16,0
1,-141.399920453889,62.7348102162175,2008-08-17,0
1,-141.399920453889,62.7348102162175,2008-08-18,0
2,-141.221817506823,62.6009160336409,2008-08-11,0
2,-141.221817506823,62.6009160336409,2008-08-12,0
2,-141.221817506823,62.6009160336409,2008-08-13,1
2,-141.221817506823,62.6009160336409,2008-08-14,0
2,-141.221817506823,62.6009160336409,2008-08-15,0
2,-141.221817506823,62.6009160336409,2008-08-16,1
2,-141.221817506823,62.6009160336409,2008-08-17,0
2,-141.221817506823,62.6009160336409,2008-08-18,0
3,-141.113785114151,62.4666441181927,2008-08-11,1
3,-141.113785114151,62.4666441181927,2008-08-12,0
3,-141.113785114151,62.4666441181927,2008-08-13,1
3,-141.113785114151,62.4666441181927,2008-08-14,0
3,-141.113785114151,62.4666441181927,2008-08-15,1
3,-141.113785114151,62.4666441181927,2008-08-16,0
3,-141.113785114151,62.4666441181927,2008-08-17,1
3,-141.113785114151,62.4666441181927,2008-08-18,0
4,-141.889216346922,62.6574343117825,2008-08-11,1
4,-141.889216346922,62.6574343117825,2008-08-12,1
4,-141.889216346922,62.6574343117825,2008-08-13,0
4,-141.889216346922,62.6574343117825,2008-08-14,0
4,-141.889216346922,62.6574343117825,2008-08-15,1
4,-141.889216346922,62.6574343117825,2008-08-16,1
4,-141.889216346922,62.6574343117825,2008-08-17,1
4,-141.889216346922,62.6574343117825,2008-08-18,0
5,-141.204138066915,62.5027228101578,2008-08-11,1
5,-141.204138066915,62.5027228101578,2008-08-12,0
5,-141.204138066915,62.5027228101578,2008-08-13,1
5,-141.204138066915,62.5027228101578,2008-08-14,0
5,-141.204138066915,62.5027228101578,2008-08-15,1
5,-141.204138066915,62.5027228101578,2008-08-16,0
5,-141.204138066915,62.5027228101578,2008-08-17,1
5,-141.204138066915,62.5027228101578,2008-08-18,0
6,-142.02982109393,63.0687987823678,2008-08-11,0
6,-142.02982109393,63.0687987823678,2008-08-12,1
6,-142.02982109393,63.0687987823678,2008-08-13,1
6,-142.02982109393,63.0687987823678,2008-08-14,1
6,-142.02982109393,63.0687987823678,2008-08-15,1
6,-142.02982109393,63.0687987823678,2008-08-16,1
6,-142.02982109393,63.0687987823678,2008-08-17,1
6,-142.02982109393,63.0687987823678,2008-08-18,0
7,-141.677849776686,62.5465489327041,2008-08-11,1
7,-141.677849776686,62.5465489327041,2008-08-12,0
7,-141.677849776686,62.5465489327041,2008-08-13,1
7,-141.677849776686,62.5465489327041,2008-08-14,1
7,-141.677849776686,62.5465489327041,2008-08-15,1
7,-141.677849776686,62.5465489327041,2008-08-16,0
7,-141.677849776686,62.5465489327041,2008-08-17,0
7,-141.677849776686,62.5465489327041,2008-08-18,1
8,-141.012611500754,62.4303580567409,2008-08-11,0
8,-141.012611500754,62.4303580567409,2008-08-12,0
8,-141.012611500754,62.4303580567409,2008-08-13,1
8,-141.012611500754,62.4303580567409,2008-08-14,1
8,-141.012611500754,62.4303580567409,2008-08-15,1
8,-141.012611500754,62.4303580567409,2008-08-16,1
8,-141.012611500754,62.4303580567409,2008-08-17,0
8,-141.012611500754,62.4303580567409,2008-08-18,0
9,-141.859203143143,62.729833210372,2008-08-11,1
9,-141.859203143143,62.729833210372,2008-08-12,1
9,-141.859203143143,62.729833210372,2008-08-13,0
9,-141.859203143143,62.729833210372,2008-08-14,0
9,-141.859203143143,62.729833210372,2008-08-15,0
9,-141.859203143143,62.729833210372,2008-08-16,0
9,-141.859203143143,62.729833210372,2008-08-17,0
9,-141.859203143143,62.729833210372,2008-08-18,0
10,-141.765037069906,62.7891476769378,2008-08-11,0
10,-141.765037069906,62.7891476769378,2008-08-12,1
10,-141.765037069906,62.7891476769378,2008-08-13,1
10,-141.765037069906,62.7891476769378,2008-08-14,0
10,-141.765037069906,62.7891476769378,2008-08-15,0
10,-141.765037069906,62.7891476769378,2008-08-16,0
10,-141.765037069906,62.7891476769378,2008-08-17,0
10,-141.765037069906,62.7891476769378,2008-08-18,1
11,-141.386452044836,62.6102395123404,2008-08-11,1
11,-141.386452044836,62.6102395123404,2008-08-12,1
11,-141.386452044836,62.6102395123404,2008-08-13,0
11,-141.386452044836,62.6102395123404,2008-08-14,1
11,-141.386452044836,62.6102395123404,2008-08-15,0
11,-141.386452044836,62.6102395123404,2008-08-16,1
11,-141.386452044836,62.6102395123404,2008-08-17,0
11,-141.386452044836,62.6102395123404,2008-08-18,0
12,-142.475352161065,62.6559807221564,2008-08-11,0
12,-142.475352161065,62.6559807221564,2008-08-12,1
12,-142.475352161065,62.6559807221564,2008-08-13,1
12,-142.475352161065,62.6559807221564,2008-08-14,1
12,-142.475352161065,62.6559807221564,2008-08-15,1
12,-142.475352161065,62.6559807221564,2008-08-16,1
12,-142.475352161065,62.6559807221564,2008-08-17,1
12,-142.475352161065,62.6559807221564,2008-08-18,1
13,-142.28397163249,62.5390289090175,2008-08-11,1
13,-142.28397163249,62.5390289090175,2008-08-12,0
13,-142.28397163249,62.5390289090175,2008-08-13,1
13,-142.28397163249,62.5390289090175,2008-08-14,0
13,-142.28397163249,62.5390289090175,2008-08-15,1
13,-142.28397163249,62.5390289090175,2008-08-16,0
13,-142.28397163249,62.5390289090175,2008-08-17,0
13,-142.28397163249,62.5390289090175,2008-08-18,1
14,-142.006074050141,62.6484159602702,2008-08-11,1
14,-142.006074050141,62.6484159602702,2008-08-12,1
14,-142.006074050141,62.6484159602702,2008-08-13,0
14,-142.006074050141,62.6484159602702,2008-08-14,0
14,-142.006074050141,62.6484159602702,2008-08-15,0
14,-142.006074050141,62.6484159602702,2008-08-16,0
14,-142.006074050141,62.6484159602702,2008-08-17,0
14,-142.006074050141,62.6484159602702,2008-08-18,1
15,-141.4657315386,62.517359442399,2008-08-11,0
15,-141.4657315386,62.517359442399,2008-08-12,0
15,-141.4657315386,62.517359442399,2008-08-13,1
15,-141.4657315386,62.517359442399,2008-08-14,0
15,-141.4657315386,62.517359442399,2008-08-15,1
15,-141.4657315386,62.517359442399,2008-08-16,0
15,-141.4657315386,62.517359442399,2008-08-17,1
15,-141.4657315386,62.517359442399,2008-08-18,1
16,-142.17813583166,62.6002771143192,2008-08-11,0
16,-142.17813583166,62.6002771143192,2008-08-12,0
16,-142.17813583166,62.6002771143192,2008-08-13,0
16,-142.17813583166,62.6002771143192,2008-08-14,1
16,-142.17813583166,62.6002771143192,2008-08-15,1
16,-142.17813583166,62.6002771143192,2008-08-16,1
16,-142.17813583166,62.6002771143192,2008-08-17,1
16,-142.17813583166,62.6002771143192,2008-08-18,0
17,-142.366330967278,62.7288324792723,2008-08-11,0
17,-142.366330967278,62.7288324792723,2008-08-12,1
17,-142.366330967278,62.7288324792723,2008-08-13,0
17,-142.366330967278,62.7288324792723,2008-08-14,1
17,-142.366330967278,62.7288324792723,2008-08-15,1
17,-142.366330967278,62.7288324792723,2008-08-16,1
17,-142.366330967278,62.7288324792723,2008-08-17,1
17,-142.366330967278,62.7288324792723,2008-08-18,0
18,-141.350398633919,62.6035552134158,2008-08-11,0
18,-141.350398633919,62.6035552134158,2008-08-12,0
18,-141.350398633919,62.6035552134158,2008-08-13,0
18,-141.350398633919,62.6035552134158,2008-08-14,1
18,-141.350398633919,62.6035552134158,2008-08-15,0
18,-141.350398633919,62.6035552134158,2008-08-16,0
18,-141.350398633919,62.6035552134158,2008-08-17,0
18,-141.350398633919,62.6035552134158,2008-08-18,0
19,-142.038880817946,62.9148657628746,2008-08-11,0
19,-142.038880817946,62.9148657628746,2008-08-12,1
19,-142.038880817946,62.9148657628746,2008-08-13,0
19,-142.038880817946,62.9148657628746,2008-08-14,0
19,-142.038880817946,62.9148657628746,2008-08-15,1
19,-142.038880817946,62.9148657628746,2008-08-16,0
19,-142.038880817946,62.9148657628746,2008-08-17,0
19,-142.038880817946,62.9148657628746,2008-08-18,0
20,-141.359003043292,62.530789847721,2008-08-11,1
20,-141.359003043292,62.530789847721,2008-08-12,0
20,-141.359003043292,62.530789847721,2008-08-13,0
20,-141.359003043292,62.530789847721,2008-08-14,1
20,-141.359003043292,62.530789847721,2008-08-15,1
20,-141.359003043292,62.530789847721,2008-08-16,1
20,-141.359003043292,62.530789847721,2008-08-17,1
20,-141.359003043292,62.530789847721,2008-08-18,1
21,-142.05521199085,62.5515956014875,2008-08-11,0
21,-142.05521199085,62.5515956014875,2008-08-12,0
